title,author,genre,tropes,imageUrl,synopsis,rating,ratedBy
White Teeth,Zadie Smith,Comedy,"Multicultural London, Multiple generations, Friendship",https://covers.openlibrary.org/b/id/8235217-L.jpg,Two friends from different backgrounds raise families in multicultural London across generations.,3.99,285000
The Autograph Man,Zadie Smith,Comedy,"Autograph dealer, Jewish-Chinese protagonist, London",https://covers.openlibrary.org/b/id/7205742-L.jpg,A Jewish-Chinese autograph dealer in London searches for a reclusive actress's signature.,3.34,18000
On Beauty,Zadie Smith,Comedy,"Academic satire, Family drama, Boston",https://covers.openlibrary.org/b/id/8235218-L.jpg,"Two families in academia clash over art, politics, and life in this Howards End retelling.",3.76,85000
NW,Zadie Smith,Dark Comedy,"London neighborhoods, Four characters, Class mobility",https://covers.openlibrary.org/b/id/8235219-L.jpg,Four characters from the same London housing project navigate class and identity in modern Britain.,3.55,42000
Swing Time,Zadie Smith,Tragicomedy,"Childhood friends, Dance dreams, Celebrity assistant",https://covers.openlibrary.org/b/id/8235220-L.jpg,"Two mixed-race girls dream of dancing; one becomes a celebrity assistant, the other's life takes a different path.",3.69,68000
Grand Union,Zadie Smith,Short Story Comedy,"Contemporary stories, Multiple genres, Experimental",https://covers.openlibrary.org/b/id/8235221-L.jpg,Short stories ranging from realism to fantasy exploring contemporary life.,3.58,18000
The Fraud,Zadie Smith,Historical Comedy,"Victorian England, Tichborne case, Housekeeper narrator",https://covers.openlibrary.org/b/id/8235222-L.jpg,A housekeeper observes the famous Tichborne case in Victorian England.,3.75,22000
The Crying of Lot 49,Thomas Pynchon,Comedy/Mystery,"Conspiracy, Underground mail, California",https://covers.openlibrary.org/b/id/8235223-L.jpg,A woman investigates a possible centuries-old mail conspiracy in 1960s California.,3.69,68000
Gravity's Rainbow,Thomas Pynchon,Dark Comedy/Postmodern,"WWII rockets, Paranoia, Epic scope",https://covers.openlibrary.org/b/id/8235224-L.jpg,"A massive WWII novel about rockets, paranoia, and conspiracy with dark humor throughout.",3.79,42000
V.,Thomas Pynchon,Comedy/Postmodern,"Quest narrative, Multiple timelines, Mysterious woman",https://covers.openlibrary.org/b/id/7205743-L.jpg,A man searches for the mysterious V. across multiple timelines in Pynchon's debut novel.,3.59,18000
Vineland,Thomas Pynchon,Comedy,"1960s nostalgia, California, FBI surveillance",https://covers.openlibrary.org/b/id/7205744-L.jpg,1960s radicals reunite in 1980s California while dealing with the FBI and nostalgia.,3.44,8500
Mason & Dixon,Thomas Pynchon,Historical Comedy,"Founding fathers, Survey expedition, 18th century",https://covers.openlibrary.org/b/id/7205745-L.jpg,The surveyors Mason and Dixon travel through colonial America in this historical epic.,3.8,12000
Against the Day,Thomas Pynchon,Comedy/Historical,"Turn of century, Multiple storylines, Epic",https://covers.openlibrary.org/b/id/7205746-L.jpg,An epic spanning from 1893 Chicago World's Fair through WWI with multiple storylines.,3.68,6800
Inherent Vice,Thomas Pynchon,Comedy/Mystery,"Stoner detective, 1970s LA, Noir parody",https://covers.openlibrary.org/b/id/7205747-L.jpg,A stoner private detective investigates in 1970s Los Angeles in this noir comedy.,3.7,28000
Bleeding Edge,Thomas Pynchon,Comedy/Mystery,"Dot-com era, NYC, Fraud investigator",https://covers.openlibrary.org/b/id/8235225-L.jpg,A fraud investigator explores the dark side of the internet in pre-9/11 New York.,3.51,15000
The Commitments,Roddy Doyle,Comedy,"Dublin soul band, Working class, Music dreams",https://covers.openlibrary.org/b/id/8235034-L.jpg,Working-class Dubliners form a soul band with hilarious and touching results.,3.88,42000
Portnoy's Complaint,Philip Roth,Comedy,"Sexual obsession, Jewish identity, Therapy",https://covers.openlibrary.org/b/id/8235226-L.jpg,A man tells his therapist about his sexual obsessions and his overbearing Jewish mother.,3.79,48000
The Ghost Writer,Philip Roth,Comedy/Literary,"Young writer, Famous author, New England",https://covers.openlibrary.org/b/id/7205748-L.jpg,A young Jewish writer visits a famous author and imagines Anne Frank survived the Holocaust.,3.87,22000
Zuckerman Unbound,Philip Roth,Comedy/Literary,"Famous writer, Celebrity problems, NYC",https://covers.openlibrary.org/b/id/7205749-L.jpg,Nathan Zuckerman deals with fame after writing a scandalous bestseller.,3.68,12000
The Anatomy Lesson,Philip Roth,Dark Comedy,"Writer's block, Pain, Career crisis",https://covers.openlibrary.org/b/id/7205750-L.jpg,Zuckerman suffers from mysterious pain and writer's block while contemplating becoming a doctor.,3.79,8500
The Counterlife,Philip Roth,Comedy/Experimental,"Multiple versions, Identity, Israel",https://covers.openlibrary.org/b/id/7205751-L.jpg,Multiple versions of events explore Zuckerman and his brother's lives and choices.,3.88,6800
The Facts,Philip Roth,Memoir/Comedy,"Autobiography, Writer's life, Dialogue with character",https://covers.openlibrary.org/b/id/7205752-L.jpg,Roth's autobiography followed by a letter from Nathan Zuckerman critiquing it.,3.75,5200
Deception,Philip Roth,Comedy/Experimental,"Affair dialogues, London, Writer protagonist",https://covers.openlibrary.org/b/id/7205753-L.jpg,A novel composed entirely of dialogues between a writer and his married lover.,3.56,4200
Operation Shylock,Philip Roth,Comedy/Metafiction,"Doppelgänger, Israel, Identity theft",https://covers.openlibrary.org/b/id/7205754-L.jpg,Roth discovers someone impersonating him in Israel promoting reverse exodus.,3.7,6800
Sabbath's Theater,Philip Roth,Dark Comedy,"Puppeteer, Sexual obsession, Death fixation",https://covers.openlibrary.org/b/id/7205755-L.jpg,A grotesque puppeteer obsessed with sex and death reflects on his life.,3.79,15000
American Pastoral,Philip Roth,Tragicomedy,"American dream, 1960s upheaval, Daughter terrorism",https://covers.openlibrary.org/b/id/8235227-L.jpg,A successful businessman's life is destroyed when his daughter becomes a terrorist. Pulitzer Prize winner.,3.86,85000
I Married a Communist,Philip Roth,Dark Comedy,"McCarthy era, Radio actor, Betrayal",https://covers.openlibrary.org/b/id/7205756-L.jpg,A teacher recalls his mentor's destruction during the McCarthy era witch hunts.,3.62,8500
The Human Stain,Philip Roth,Tragicomedy,"Racial passing, Academic scandal, Clinton era",https://covers.openlibrary.org/b/id/8235228-L.jpg,"A classics professor's career is destroyed by a racial controversy, but he's hiding his own racial secret.",3.85,48000
The Dying Animal,Philip Roth,Dark Comedy,"Professor-student affair, Aging, Obsession",https://covers.openlibrary.org/b/id/7205757-L.jpg,An aging professor obsesses over a beautiful former student decades after their affair.,3.67,22000
The Plot Against America,Philip Roth,Alternate History Comedy,"Lindbergh president, Jewish family, 1940s",https://covers.openlibrary.org/b/id/8235229-L.jpg,An alternate history where Charles Lindbergh becomes president and America turns fascist.,3.81,85000
Exit Ghost,Philip Roth,Comedy/Literary,"Aging writer, Return to NYC, Mortality",https://covers.openlibrary.org/b/id/7205758-L.jpg,An elderly Zuckerman returns to New York and confronts mortality and sexual longing.,3.47,8500
Indignation,Philip Roth,Dark Comedy,"College student, 1950s, Korean War",https://covers.openlibrary.org/b/id/7205759-L.jpg,A Jewish student flees Newark for a Midwestern college during the Korean War with tragic results.,3.71,22000
The Humbling,Philip Roth,Dark Comedy,"Aging actor, Lost talent, Lesbian affair",https://covers.openlibrary.org/b/id/7205760-L.jpg,An aging actor who has lost his talent begins an affair with a lesbian woman.,3.26,12000
Nemesis,Philip Roth,Tragicomedy,"Polio epidemic, 1940s Newark, Playground director",https://covers.openlibrary.org/b/id/7205761-L.jpg,A playground director confronts a polio epidemic in 1940s Newark.,3.69,15000
My Life as a Man,Philip Roth,Comedy/Metafiction,"Failed marriage, Writer protagonist, Useful fiction",https://covers.openlibrary.org/b/id/7205762-L.jpg,"A writer creates fiction from his disastrous marriage, blurring reality and invention.",3.72,6800
The Professor of Desire,Philip Roth,Comedy,"Literature professor, Sexual exploration, Kafka pilgrimage",https://covers.openlibrary.org/b/id/7205763-L.jpg,A literature professor explores sexuality and makes a pilgrimage to Kafka's Prague.,3.59,8500
The Breast,Philip Roth,Absurdist Comedy,"Kafka transformation, Man becomes breast, Absurdism",https://covers.openlibrary.org/b/id/6630610-L.jpg,A literature professor wakes up transformed into a giant female breast in this Kafkaesque comedy.,3.35,4200
The Great American Novel,Philip Roth,Sports Comedy,"Baseball satire, Fictional league, American myths",https://covers.openlibrary.org/b/id/6630611-L.jpg,A satire of baseball and American mythology featuring a forgotten third major league.,3.52,2800
Our Gang,Philip Roth,Political Satire,"Nixon satire, Political corruption, Assassination",https://covers.openlibrary.org/b/id/6630612-L.jpg,A savage satire of Richard Nixon and his administration written during Watergate.,3.41,2400
Letting Go,Philip Roth,Comedy/Drama,"Young teachers, Failed relationships, 1950s",https://covers.openlibrary.org/b/id/6630613-L.jpg,Two young teachers in Chicago navigate failed relationships and adult responsibilities.,3.67,4200
When She Was Good,Philip Roth,Dark Comedy,"Midwestern woman, Failed marriage, 1940s",https://covers.openlibrary.org/b/id/6630614-L.jpg,A Midwestern woman's righteous anger destroys her marriage and family.,3.38,3200
The Corrections,Jonathan Franzen,Tragicomedy,"Dysfunctional family, Midwest, Christmas reunion",https://covers.openlibrary.org/b/id/8235230-L.jpg,A Midwestern family gathers for one last Christmas as the parents age and children struggle.,3.84,285000
Freedom,Jonathan Franzen,Tragicomedy,"American family, Suburban life, Political themes",https://covers.openlibrary.org/b/id/8235231-L.jpg,An American family falls apart and comes together over decades of suburban life.,3.7,185000
The Twenty-Seventh City,Jonathan Franzen,Dark Comedy,"St. Louis, Indian police chief, Conspiracy",https://covers.openlibrary.org/b/id/7205764-L.jpg,A police chief from Bombay takes over St. Louis police in this conspiracy thriller.,3.49,12000
Strong Motion,Jonathan Franzen,Dark Comedy,"Earthquakes, Boston, Corporate conspiracy",https://covers.openlibrary.org/b/id/7205765-L.jpg,Mysterious earthquakes in Boston lead to uncovering corporate and family secrets.,3.49,8500
Purity,Jonathan Franzen,Dark Comedy,"Young activist, Internet mogul, East Germany secrets",https://covers.openlibrary.org/b/id/8235232-L.jpg,A young woman searching for her father gets involved with a WikiLeaks-style organization.,3.42,48000
Crossroads,Jonathan Franzen,Comedy/Drama,"1970s family, Church group, Multiple perspectives",https://covers.openlibrary.org/b/id/8235233-L.jpg,A pastor's family in 1970s suburban Chicago each faces moral crises.,3.94,42000
The Moviegoer,Walker Percy,Existential Comedy,"New Orleans, Search for meaning, Mardi Gras",https://covers.openlibrary.org/b/id/8235234-L.jpg,A stockbroker in New Orleans searches for meaning through moviegoing and affairs. National Book Award winner.,3.85,28000
Love in the Ruins,Walker Percy,Satirical Comedy,"Futuristic America, Alcoholic doctor, Social collapse",https://covers.openlibrary.org/b/id/7205766-L.jpg,A doctor invents a device to diagnose the soul as America collapses into absurdity.,3.81,8500
The Last Gentleman,Walker Percy,Comedy,"Southern wanderer, Identity search, 1960s",https://covers.openlibrary.org/b/id/7205767-L.jpg,A young Southerner wanders America in the 1960s searching for identity and meaning.,3.73,6800
The Second Coming,Walker Percy,Comedy,"Middle-aged crisis, Golf, Return South",https://covers.openlibrary.org/b/id/7205768-L.jpg,A middle-aged man has an existential crisis on the golf course and retreats to a cave.,3.72,4200
Lancelot,Walker Percy,Dark Comedy,"Imprisoned narrator, Adultery investigation, Southern Gothic",https://covers.openlibrary.org/b/id/7205769-L.jpg,A man in a mental institution tells how he murdered his wife and her lover.,3.66,6800
The Thanatos Syndrome,Walker Percy,Dark Comedy/Thriller,"Doctor detective, Mind control, Louisiana",https://covers.openlibrary.org/b/id/7205770-L.jpg,A doctor investigates strange behavior changes in his Louisiana town caused by water contamination.,3.66,4200
Continental Drift,Russell Banks,Tragicomedy,"Oil burner repairman, Haiti, Immigration",https://covers.openlibrary.org/b/id/7205771-L.jpg,An oil burner repairman flees New Hampshire and a Haitian woman flees her homeland; their paths cross tragically.,3.91,6800
The Sweet Hereafter,Russell Banks,Tragicomedy,"School bus accident, Small town, Lawyer",https://covers.openlibrary.org/b/id/7205772-L.jpg,A small town copes with a tragic school bus accident that killed many children.,3.96,22000
Affliction,Russell Banks,Dark Comedy,"Small-town violence, Father-son, New Hampshire",https://covers.openlibrary.org/b/id/7205773-L.jpg,A small-town cop's life spirals into violence influenced by his abusive father.,3.92,8500
Rule of the Bone,Russell Banks,Dark Comedy/Coming of Age,"Teenage runaway, Jamaica, Surrogate father",https://covers.openlibrary.org/b/id/7205774-L.jpg,A teenage runaway flees upstate New York for Jamaica and finds a surrogate father.,3.82,12000
Cloudsplitter,Russell Banks,Historical Comedy,"John Brown, Abolitionism, Harper's Ferry",https://covers.openlibrary.org/b/id/7205775-L.jpg,John Brown's son narrates his father's radical abolitionism leading to Harper's Ferry.,4.01,6800
The Darling,Russell Banks,Dark Comedy,"American in Liberia, Political upheaval, Chimpanzees",https://covers.openlibrary.org/b/id/7205776-L.jpg,An American radical flees to Liberia and becomes entangled in that country's civil wars.,3.56,4200
Lost Memory of Skin,Russell Banks,Dark Comedy,"Sex offender, Sociologist, Causeway community",https://covers.openlibrary.org/b/id/7205777-L.jpg,A young sex offender living under a causeway befriends a mysterious sociologist.,3.58,6800
A Permanent Member of the Family,Russell Banks,Short Story Comedy,"Working class, Moral dilemmas, Contemporary",https://covers.openlibrary.org/b/id/8235235-L.jpg,Stories about working-class characters facing moral dilemmas in contemporary America.,3.73,2400
The Magic Mountain,Thomas Mann,Comedy/Philosophical,"Sanatorium, Time distortion, Pre-WWI Europe",https://covers.openlibrary.org/b/id/8235236-L.jpg,A young man visits his cousin at a Swiss sanatorium for three weeks and stays seven years in this philosophical comedy.,3.96,48000
The Confessions of Felix Krull,Thomas Mann,Picaresque Comedy,"Con artist, Fake aristocrat, Europe",https://covers.openlibrary.org/b/id/7205778-L.jpg,A charming con artist rises through European society by impersonating an aristocrat.,3.93,8500
Buddenbrooks,Thomas Mann,Family Saga Comedy,"German merchants, Four generations, Decline",https://covers.openlibrary.org/b/id/8235237-L.jpg,Four generations of a German merchant family decline from prosperity to dissolution.,3.97,22000
Doctor Faustus,Thomas Mann,Dark Comedy,"Composer, Devil pact, Germany",https://covers.openlibrary.org/b/id/8235238-L.jpg,A composer makes a pact with the devil for musical genius as Germany descends into Nazism.,3.96,15000
Death in Venice,Thomas Mann,Tragicomedy/Novella,"Aging writer, Venice, Obsession with boy",https://covers.openlibrary.org/b/id/8235239-L.jpg,An aging writer becomes obsessed with a beautiful boy while vacationing in plague-ridden Venice.,3.75,68000
The Man Without Qualities,Robert Musil,Comedy/Philosophical,"Austro-Hungarian Empire, Intellectual satire, Unfinished",https://covers.openlibrary.org/b/id/7205779-L.jpg,A mathematician becomes involved in planning a great event for the Austro-Hungarian Empire in this massive unfinished satire.,4.06,12000
Money,Martin Amis,Dark Comedy,"Film director, 1980s excess, Self-destruction",https://covers.openlibrary.org/b/id/7205780-L.jpg,A British director makes a terrible movie in America while drinking and womanizing himself to death.,3.89,18000
London Fields,Martin Amis,Dark Comedy/Mystery,"Femme fatale, Murder plot, Darts",https://covers.openlibrary.org/b/id/7205781-L.jpg,A woman arranges her own murder while a writer watches and two men compete for the job.,3.78,15000
Time's Arrow,Martin Amis,Dark Comedy,"Reverse chronology, Nazi doctor, Holocaust",https://covers.openlibrary.org/b/id/7205782-L.jpg,"A Nazi doctor's life told backwards from death to birth, making the Holocaust seem to create life.",3.68,12000
The Information,Martin Amis,Comedy/Literary,"Failed writer, Jealousy, Literary rivalry",https://covers.openlibrary.org/b/id/7205783-L.jpg,A failed writer plots revenge against his successful best friend in the London literary world.,3.63,8500
Yellow Dog,Martin Amis,Dark Comedy,"Brain injury, Multiple plots, London",https://covers.openlibrary.org/b/id/7205784-L.jpg,A journalist's personality changes after brain injury while other plots involve the royal family and pornography.,2.97,4200
The Pregnant Widow,Martin Amis,Comedy,"1970s Italy, Sexual revolution, Nostalgia",https://covers.openlibrary.org/b/id/7205785-L.jpg,Young people on holiday in 1970s Italy experience the sexual revolution with comic results.,3.16,4200
Lionel Asbo,Martin Amis,Dark Comedy,"Lottery winner, Criminal uncle, London",https://covers.openlibrary.org/b/id/8235240-L.jpg,A violent criminal wins the lottery while his nephew tries to rise above their neighborhood.,3.18,6800
The Zone of Interest,Martin Amis,Dark Comedy/Historical,"Auschwitz, Love triangle, Nazi camp",https://covers.openlibrary.org/b/id/8235241-L.jpg,A love triangle among Nazi officers at Auschwitz in this darkly satirical Holocaust novel.,3.42,8500
White Noise,Don DeLillo,Dark Comedy/Postmodern,"Academic satire, Death obsession, Consumer culture",https://covers.openlibrary.org/b/id/8235177-L.jpg,"A professor of Hitler studies navigates consumer culture, his blended family, and an airborne toxic event in suburban America.",3.77,125000
Libra,Don DeLillo,Dark Comedy/Historical,"JFK assassination, Conspiracy, Lee Harvey Oswald",https://covers.openlibrary.org/b/id/8235178-L.jpg,A fictionalized account of Lee Harvey Oswald and the conspiracy theories surrounding JFK's assassination.,3.87,28000
Underworld,Don DeLillo,Dark Comedy/Epic,"Cold War, Baseball, Waste management",https://covers.openlibrary.org/b/id/8235179-L.jpg,"An epic spanning the Cold War era, connecting baseball, nuclear weapons, and waste management in American culture.",4.02,48000
Mao II,Don DeLillo,Dark Comedy/Literary,"Reclusive writer, Terrorism, Mass culture",https://covers.openlibrary.org/b/id/8235180-L.jpg,A reclusive novelist emerges from hiding and gets caught up in international terrorism and mass culture.,3.65,15000
Cosmopolis,Don DeLillo,Dark Comedy,"Billionaire limo ride, Economic collapse, Technology",https://covers.openlibrary.org/b/id/8235181-L.jpg,A billionaire crosses Manhattan in his limo during a day of riots and economic collapse.,3.49,22000
Falling Man,Don DeLillo,Dark Comedy/9/11,"Post-9/11, Trauma, Marriage",https://covers.openlibrary.org/b/id/8235182-L.jpg,A man walks out of the smoke of 9/11 and tries to rebuild his life and marriage.,3.43,18000
Point Omega,Don DeLillo,Dark Comedy/Novella,"Iraq War, Desert isolation, Filmmaker",https://covers.openlibrary.org/b/id/7205713-L.jpg,A filmmaker tries to make a documentary about the Iraq War with a disillusioned intellectual in the desert.,3.38,8500
The Names,Don DeLillo,Dark Comedy,"Expat life, Language cult, Greece",https://covers.openlibrary.org/b/id/6630579-L.jpg,An American risk analyst in Greece encounters a mysterious cult obsessed with language and alphabets.,3.63,6800
Americana,Don DeLillo,Dark Comedy,"Road trip, Filmmaker, 1970s America",https://covers.openlibrary.org/b/id/6630580-L.jpg,A TV executive quits his job and drives across America filming a personal documentary in DeLillo's debut.,3.56,5200
Running Dog,Don DeLillo,Dark Comedy/Thriller,"Art world, Hitler porn film, Conspiracy",https://covers.openlibrary.org/b/id/6630581-L.jpg,A journalist investigates rumors of a pornographic film starring Hitler in this satirical thriller.,3.41,4200
The Body Artist,Don DeLillo,Experimental Comedy,"Grief, Performance art, Time disruption",https://covers.openlibrary.org/b/id/6630582-L.jpg,"A performance artist grieves her husband's suicide in isolation, encountering a mysterious stranger.",3.36,8500
The Wapshot Chronicle,John Cheever,Comedy/Family Saga,"New England family, Eccentricity, Multiple generations",https://covers.openlibrary.org/b/id/8235183-L.jpg,The eccentric Wapshot family navigates life in a New England fishing village. National Book Award winner.,3.7,5800
The Wapshot Scandal,John Cheever,Comedy/Family Saga,"Family secrets, Tax evasion, Missile crisis",https://covers.openlibrary.org/b/id/8235184-L.jpg,"The sequel to The Wapshot Chronicle involves tax evasion, family scandals, and the Cuban Missile Crisis.",3.59,3200
Bullet Park,John Cheever,Dark Comedy,"Suburban malaise, Violent intentions, Connecticut",https://covers.openlibrary.org/b/id/6630583-L.jpg,Two men in suburban Connecticut spiral toward violence in this dark satire of suburban life.,3.54,4200
Falconer,John Cheever,Dark Comedy,"Prison, Addiction, Redemption",https://covers.openlibrary.org/b/id/6630584-L.jpg,A college professor imprisoned for murdering his brother finds unexpected connections and redemption.,3.8,6800
Oh What a Paradise It Seems,John Cheever,Comedy/Novella,"Environmental activism, Elderly romance, Pond pollution",https://covers.openlibrary.org/b/id/6630585-L.jpg,An elderly man falls in love and fights to save a polluted pond in this late novella.,3.47,2400
The Stories of John Cheever,John Cheever,Short Story Comedy,"Suburban life, Marriage, American dreams",https://covers.openlibrary.org/b/id/8235185-L.jpg,Collected stories about suburban American life with dark humor and poignant observations. Pulitzer Prize winner.,4.21,28000
Self-Help,Lorrie Moore,Short Story Comedy,"Instructional format, Relationships, Dark humor",https://covers.openlibrary.org/b/id/7205714-L.jpg,"Short stories written in second-person as self-help instructions, exploring failed relationships with wit.",3.87,8500
Like Life,Lorrie Moore,Short Story Comedy,"Urban relationships, Single women, Wit",https://covers.openlibrary.org/b/id/7205715-L.jpg,Stories about single women navigating modern urban life with Moore's characteristic dark humor.,3.81,4200
Birds of America,Lorrie Moore,Short Story Comedy,"Loneliness, Modern life, Sardonic wit",https://covers.openlibrary.org/b/id/7205716-L.jpg,Stories exploring loneliness and connection in contemporary America with Moore's signature style.,3.95,8500
Anagrams,Lorrie Moore,Comedy/Experimental,"Multiple versions, Writer protagonist, Reality shifts",https://covers.openlibrary.org/b/id/6630586-L.jpg,"A woman's life is told in shifting, contradictory versions that rearrange like anagrams.",3.56,3200
Who Will Run the Frog Hospital?,Lorrie Moore,Comedy/Coming of Age,"Teenage friendship, 1970s, Upstate New York",https://covers.openlibrary.org/b/id/6630587-L.jpg,A woman remembers her intense teenage friendship working at an amusement park in the 1970s.,3.51,4200
A Gate at the Stairs,Lorrie Moore,Comedy/Drama,"College student, Nanny, Post-9/11 America",https://covers.openlibrary.org/b/id/7205717-L.jpg,"A college student becomes a nanny for an adoptive family in post-9/11 Madison, Wisconsin.",3.46,18000
Bark,Lorrie Moore,Short Story Comedy,"Divorce, Aging, Contemporary relationships",https://covers.openlibrary.org/b/id/8235186-L.jpg,"Stories about divorce, aging, and navigating relationships in the 21st century.",3.58,6800
The Quick and the Dead,Joy Williams,Dark Comedy,"Teenage girls, Desert, Existential themes",https://covers.openlibrary.org/b/id/7205718-L.jpg,Three teenage girls in the Arizona desert confront mortality and meaning in this darkly comic novel.,3.55,2800
The Visiting Privilege,Joy Williams,Short Story Comedy,"Collected stories, Dark humor, Existential",https://covers.openlibrary.org/b/id/8235187-L.jpg,Collected stories showcasing Williams's dark humor and existential themes across decades.,4.05,2400
State of Grace,Joy Williams,Dark Comedy,"Teenage girls, Florida, Ecological themes",https://covers.openlibrary.org/b/id/6630588-L.jpg,Two teenage girls in Florida Keys navigate friendship and environmental destruction.,3.77,1800
Breaking and Entering,Joy Williams,Dark Comedy,"Environmental crisis, Failed marriage, Florida",https://covers.openlibrary.org/b/id/6630589-L.jpg,A woman's marriage dissolves as she becomes obsessed with environmental activism in Florida.,3.45,1200
The Changeling,Joy Williams,Dark Comedy,"Pregnancy, Identity, Surreal",https://covers.openlibrary.org/b/id/6630590-L.jpg,A young woman's pregnancy becomes increasingly surreal and disturbing in this early novel.,3.42,850
Ill Nature,Joy Williams,Essays/Dark Comedy,"Environmental essays, Misanthropy, Nature writing",https://covers.openlibrary.org/b/id/6630591-L.jpg,Darkly comic essays about environmental destruction and human nature's worst impulses.,3.92,1200
Harpo Speaks!,Harpo Marx,Memoir/Comedy,"Silent Marx Brother, Hollywood, Autobiography",https://covers.openlibrary.org/b/id/8235188-L.jpg,"The autobiography of Harpo Marx, chronicling his journey from poverty to silent film stardom.",4.22,4200
The Groucho Letters,Groucho Marx,Comedy/Letters,"Correspondence, Hollywood, Wit",https://covers.openlibrary.org/b/id/6630592-L.jpg,"A collection of Groucho Marx's witty letters to friends, celebrities, and fans.",4.08,2400
Groucho and Me,Groucho Marx,Memoir/Comedy,"Marx Brothers, Show business, Autobiography",https://covers.openlibrary.org/b/id/6630593-L.jpg,Groucho Marx's autobiography filled with humor and stories from vaudeville to Hollywood.,4.12,3800
The Secret Word Is Groucho,Groucho Marx,Memoir/Comedy,"TV show, You Bet Your Life, Later career",https://covers.openlibrary.org/b/id/6630594-L.jpg,Groucho's reflections on his television career hosting You Bet Your Life.,3.95,850
Memoirs of a Mangy Lover,Groucho Marx,Comedy/Fiction,"Humorous stories, Romance satire, Essays",https://covers.openlibrary.org/b/id/6630595-L.jpg,Humorous sketches and stories satirizing romance and relationships.,3.88,620
The Comfort of Strangers,Ian McEwan,Dark Comedy/Thriller,"Venice, Sinister couple, Honeymoon",https://covers.openlibrary.org/b/id/7205719-L.jpg,A couple on vacation in Venice encounters a sinister man and his wife with dark results.,3.48,22000
The Child in Time,Ian McEwan,Tragicomedy,"Missing child, Time distortion, Marriage strain",https://covers.openlibrary.org/b/id/8235189-L.jpg,A writer struggles with his daughter's disappearance and a dissolving marriage in Thatcher's Britain.,3.74,28000
The Innocent,Ian McEwan,Dark Comedy/Spy,"Cold War Berlin, Naive protagonist, Spy thriller",https://covers.openlibrary.org/b/id/7205720-L.jpg,A naive British technician gets caught up in Cold War espionage and romance in 1950s Berlin.,3.78,15000
Black Dogs,Ian McEwan,Dark Comedy/Literary,"Marriage, Evil, Post-war Europe",https://covers.openlibrary.org/b/id/6630596-L.jpg,A man investigates his in-laws' separation after encountering menacing dogs in post-war France.,3.53,8500
Enduring Love,Ian McEwan,Dark Comedy/Thriller,"Balloon accident, Obsessive stalker, Science writer",https://covers.openlibrary.org/b/id/7205721-L.jpg,A science writer is stalked by a man who believes they share a cosmic connection after a balloon accident.,3.75,68000
Amsterdam,Ian McEwan,Dark Comedy,"Euthanasia pact, Old friends, Moral choices",https://covers.openlibrary.org/b/id/7205722-L.jpg,Two old friends make a euthanasia pact that tests their morality. Booker Prize winner.,3.44,48000
Solar,Ian McEwan,Comedy,"Physicist protagonist, Climate change, Multiple wives",https://covers.openlibrary.org/b/id/7205723-L.jpg,A Nobel Prize-winning physicist's life unravels through multiple marriages while working on climate solutions.,3.43,28000
Sweet Tooth,Ian McEwan,Spy Comedy,"MI5 operative, Writer surveillance, 1970s",https://covers.openlibrary.org/b/id/8235190-L.jpg,An MI5 operative falls for the writer she's surveilling during the Cold War in 1970s Britain.,3.62,48000
The Innocent,Ian McEwan,Dark Comedy/Thriller,"Berlin tunnel, Audio surveillance, Love affair",https://covers.openlibrary.org/b/id/7205724-L.jpg,A technician working on a spy tunnel in Cold War Berlin has a life-changing love affair.,3.78,15000
Machines Like Me,Ian McEwan,Science Fiction Comedy,"Android, Alternate history, Love triangle",https://covers.openlibrary.org/b/id/8235191-L.jpg,"In an alternate 1980s, a man buys a lifelike android that complicates his relationship.",3.49,42000
My Name Is Red,Orhan Pamuk,Mystery Comedy,"Ottoman miniaturists, Murder mystery, Art history",https://covers.openlibrary.org/b/id/8235192-L.jpg,"A murder mystery set among Ottoman miniaturists in 16th century Istanbul, told from multiple perspectives.",4.05,85000
The Museum of Innocence,Orhan Pamuk,Tragicomedy,"Obsessive love, Istanbul, Museum project",https://covers.openlibrary.org/b/id/8235193-L.jpg,"A wealthy man obsesses over his cousin and collects objects from their affair, creating a museum.",3.88,48000
The White Castle,Orhan Pamuk,Historical Comedy,"Doppelgängers, Identity swap, Ottoman Empire",https://covers.openlibrary.org/b/id/7205725-L.jpg,An Italian scholar is enslaved by his Turkish doppelgänger in the Ottoman Empire.,3.78,18000
The New Life,Orhan Pamuk,Surreal Comedy,"Student protagonist, Mysterious book, Road trip",https://covers.openlibrary.org/b/id/6630597-L.jpg,"A student's life is transformed by a mysterious book, leading him on a surreal journey across Turkey.",3.55,12000
The Black Book,Orhan Pamuk,Mystery Comedy,"Missing wife, Columnist, Istanbul",https://covers.openlibrary.org/b/id/7205726-L.jpg,A lawyer searches for his missing wife while impersonating a newspaper columnist in Istanbul.,3.77,15000
Silent House,Orhan Pamuk,Dark Comedy,"Summer house, Turkish history, Multiple narrators",https://covers.openlibrary.org/b/id/6630598-L.jpg,Multiple perspectives reveal family secrets over one day in a summer house outside Istanbul.,3.48,6800
A Strangeness in My Mind,Orhan Pamuk,Comedy/Romance,"Street vendor, Istanbul, Decades span",https://covers.openlibrary.org/b/id/8235194-L.jpg,A boza seller in Istanbul pursues his cousin while the city transforms over decades.,3.85,22000
